Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,11.2,12.0,600,0
40,40.0,11.0,14.0,1199,0
80,80.0,15.6,49.1,2400,0
160,160.0,144.3,381.1,4800,0
320,320.0,1034.3,1311.4,9599,0
640,639.9,1386.2,2022.8,19196,0
1000,845.7,9165.2,13650.6,25372,4296
1500,632.9,14241.3,28908.0,18988,17998
2000,430.8,16274.5,28247.8,12924,31524
3000,900.4,9518.6,12983.8,27012,33915
