Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,12.3,12.6,599,0
40,40.0,10.9,12.0,1199,0
80,80.0,10.8,11.8,2400,0
160,160.0,10.2,11.5,4799,0
320,320.0,9.6,11.3,9599,0
640,640.0,9.2,11.7,19199,0
1000,979.8,7.3,9.6,29393,0
1500,1212.6,7.1,9.0,36377,0
2000,1534.2,31.1,69.5,46025,0
3000,1708.6,857.1,1895.4,51258,5911
