Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,11.1,11.7,600,0
40,40.0,10.6,11.5,1199,0
80,80.0,10.2,11.3,2400,0
160,160.0,9.8,11.1,4799,0
320,320.0,9.1,10.9,9599,0
640,640.0,8.5,10.8,19199,0
1000,980.9,7.5,10.1,29428,0
1500,1229.0,7.8,10.9,36871,0
2000,1485.2,9.1,15.9,44555,0
3000,1747.5,7709.4,10023.1,52425,9984
