Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,2.1,5.4,600,0
40,40.0,1.9,5.3,1200,0
60,60.0,1.8,5.1,1800,0
80,80.0,1.8,5.1,2399,0
100,100.0,1.8,5.0,2999,0
200,200.0,1.3,3.5,5999,0
300,300.0,1.4,4.2,9000,0
400,400.0,1.2,4.0,12000,0
500,500.0,1.1,3.5,14999,0
600,600.0,1.2,3.7,17999,0
800,799.9,1.1,3.3,23996,0
1000,950.9,1.1,3.5,28526,0
1200,1044.3,1.1,3.5,31329,0
1400,1310.5,1.0,3.4,39315,0
1600,1430.0,1.1,3.5,42901,0
1800,1487.0,1.1,3.5,44609,0
2000,1564.8,1.1,3.5,46943,0
2200,1653.5,1.1,3.5,49606,0
2400,1778.2,1.1,3.5,53345,0
2600,1854.5,1.1,3.6,55634,0
2800,1882.3,1.1,3.6,56469,0
3000,1967.5,1.1,3.7,59025,0
3400,2265.8,1.2,3.7,67973,0
3800,2555.1,1.2,3.7,76654,0
4000,2655.5,1.2,3.8,79666,0
4400,2875.3,1.5,4.0,86260,279
4800,2635.9,3.3,23.6,79078,2544
5000,2874.8,3.0,20.5,86244,2406
