Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,3.8,4.5,600,0
40,40.0,3.9,5.1,1200,0
60,60.0,4.2,5.7,1800,0
80,80.0,5.0,6.9,2399,0
100,100.0,5.4,7.5,2999,0
200,200.0,5.2,9.9,6000,0
300,300.0,5.3,11.6,8999,0
400,400.0,5.5,13.0,11999,0
500,500.0,5.9,15.3,15000,0
600,599.9,6.3,18.5,17998,0
800,799.9,7.6,25.1,23997,0
1000,983.0,9.5,34.2,29491,0
1200,1109.0,11.8,43.5,33271,0
1400,1167.5,12.4,45.8,35024,0
1600,1300.9,15.2,54.1,39026,0
1800,1409.8,17.6,60.8,42295,0
2000,1461.9,21.6,72.8,43856,1421
2200,1485.7,22.2,70.7,44572,2705
2400,1458.8,28.9,84.7,43765,5000
2600,1564.3,34.5,114.2,46929,4010
2800,1520.3,33.9,104.4,45608,7134
3000,1612.7,39.7,117.0,48380,6506
3400,1564.1,57.2,186.6,46923,8583
3800,1686.8,65.9,185.1,50604,7966
4000,1481.3,70.3,216.7,44438,13135
4400,1609.4,110.0,293.9,48281,9586
4800,1631.8,161.4,498.5,48955,9210
5000,1507.8,180.1,487.6,45234,10192
