Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.6,5.3,600,0
40,40.0,4.8,6.0,1199,0
60,60.0,5.1,6.7,1800,0
80,80.0,5.1,7.0,2399,0
100,100.0,5.3,7.3,3000,0
200,200.0,5.3,10.7,5999,0
300,300.0,5.5,12.7,8999,0
400,400.0,5.6,13.6,11999,0
500,499.9,5.9,15.8,14998,0
600,600.0,6.4,19.5,17999,0
800,799.8,7.4,24.7,23994,0
1000,983.1,9.5,34.4,29494,0
1200,1105.0,11.3,41.2,33149,0
1400,1167.1,12.7,48.0,35012,0
1600,1297.8,15.6,58.1,38935,0
1800,1417.7,17.2,60.8,42531,0
2000,1510.7,22.4,76.9,45321,597
2200,1501.4,23.9,76.0,45043,1983
2400,1536.6,30.9,94.7,46098,3202
2600,1582.0,33.8,103.8,47460,4041
2800,1519.3,41.2,124.5,45580,7100
3000,1615.2,46.2,140.0,48457,6711
3400,1582.0,55.5,167.0,47460,6891
3800,1639.0,63.6,185.3,49170,9813
4000,1681.6,73.8,185.3,50447,7761
4400,1437.8,129.7,373.9,43134,11726
4800,1723.2,192.7,528.6,51696,8273
5000,1523.9,170.2,539.7,45718,9960
