Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,3.7,4.4,600,0
40,40.0,3.6,5.0,1200,0
60,60.0,4.2,6.1,1799,0
80,80.0,6.3,23.0,2399,0
100,100.0,7.8,37.2,2999,0
200,200.0,5.2,10.2,6000,0
300,300.0,6.4,16.3,8999,0
400,400.0,8.4,25.0,11999,0
500,500.0,8.7,26.2,14999,0
600,599.6,8.9,26.6,17989,0
800,799.8,9.8,30.0,23995,0
1000,983.6,11.0,33.9,29509,0
1200,1106.7,13.1,40.7,33201,0
1400,1167.6,14.6,46.2,35029,0
1600,1304.1,17.6,55.2,39124,0
1800,1423.2,19.4,58.9,42696,0
2000,1497.7,23.3,70.1,44930,903
2200,1474.4,27.4,79.5,44233,2925
2400,1447.1,35.8,109.3,43412,5992
2600,1438.5,51.1,181.0,43156,7834
2800,1533.1,46.0,124.7,45993,6460
3000,1568.6,208.2,1053.2,47057,6773
3400,1490.5,250.4,683.0,44715,9061
3800,1539.3,201.8,622.2,46179,9382
4000,1518.9,316.5,816.9,45568,9571
4400,1423.2,262.6,826.1,42697,11220
4800,1530.4,367.1,1274.3,45911,9824
5000,1500.6,348.8,819.3,45018,11287
