Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.6,5.3,599,0
40,40.0,4.6,5.7,1200,0
60,60.0,5.2,6.7,1800,0
80,80.0,7.6,29.8,2400,0
100,100.0,8.0,37.8,3000,0
200,200.0,5.2,10.4,6000,0
300,300.0,6.9,18.5,9000,0
400,400.0,8.6,26.9,11999,0
500,500.0,9.5,31.3,15000,0
600,600.0,9.7,32.7,17999,0
800,799.9,10.6,34.3,23997,0
1000,982.4,12.6,41.8,29471,0
1200,1107.3,14.4,48.7,33220,0
1400,1164.3,15.7,52.5,34928,0
1600,1305.6,18.5,59.4,39169,0
1800,1427.8,20.6,65.0,42835,0
2000,1445.2,25.7,80.8,43355,1934
2200,1467.4,27.4,79.0,44022,3281
2400,1427.2,35.3,104.6,42816,5930
2600,1442.5,44.6,134.9,43274,8184
2800,1504.6,45.8,137.1,45139,6960
3000,1486.9,242.6,1085.7,44608,8681
3400,1458.6,241.5,599.2,43758,10110
3800,1492.9,141.9,472.3,44787,10011
4000,1608.9,219.3,560.2,48267,9744
4400,1420.8,218.6,592.7,42624,10757
4800,1599.2,384.6,1193.7,47977,8357
5000,1534.0,340.2,812.0,46021,10786
