Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,5.1,5.8,600,0
40,40.0,4.9,5.9,1200,0
60,60.0,4.9,6.0,1800,0
80,80.0,5.0,6.2,2399,0
100,100.0,5.0,6.5,2999,0
200,200.0,5.0,8.7,6000,0
300,300.0,5.3,10.5,8999,0
400,400.0,5.5,12.1,11999,0
500,499.8,5.7,13.1,14995,0
600,600.0,6.3,16.1,17999,0
800,799.9,7.5,22.1,23998,0
1000,982.5,9.4,29.2,29475,0
1200,1107.2,12.0,37.6,33215,0
1400,1174.6,13.1,39.1,35238,0
1600,1296.3,15.5,46.9,38890,0
1800,1411.0,17.5,54.4,42329,0
2000,1547.7,24.0,79.2,46430,86
2200,1435.0,27.2,81.8,43050,3049
2400,1624.8,33.0,99.2,48744,1962
2600,1496.9,50.0,173.1,44906,4493
2800,1649.2,40.4,117.6,49477,4991
3000,1594.8,54.6,156.2,47845,5261
3400,1542.5,204.9,798.2,46274,7980
3800,1652.6,171.2,510.3,49577,7157
4000,1513.3,167.2,513.3,45398,8783
4400,1666.4,310.5,1024.1,49992,7311
4800,1524.1,285.9,744.9,45722,9529
5000,1426.4,358.0,1072.7,42793,12173
