Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,5.1,5.8,600,0
40,40.0,4.7,5.5,1199,0
60,60.0,4.4,5.4,1800,0
80,80.0,4.2,5.1,2400,0
100,100.0,4.6,6.0,2999,0
200,200.0,5.1,8.9,5999,0
300,300.0,5.2,9.9,9000,0
400,400.0,5.5,11.7,11999,0
500,499.8,5.8,13.6,14994,0
600,600.0,6.4,17.5,17999,0
800,799.9,7.4,21.2,23996,0
1000,981.3,9.4,29.5,29438,0
1200,1104.7,12.3,41.0,33141,0
1400,1168.0,13.2,41.9,35040,0
1600,1289.8,16.4,49.6,38693,0
1800,1415.6,20.2,69.1,42467,0
2000,1543.3,23.2,71.4,46298,3
2200,1508.3,25.0,70.1,45250,1765
2400,1564.1,36.2,113.5,46923,2680
2600,1550.4,42.6,137.5,46512,4455
2800,1637.9,47.8,149.1,49138,3961
3000,1612.7,63.4,188.3,48380,4535
3400,1601.9,223.6,920.1,48058,7206
3800,1596.0,116.4,294.6,47881,8912
4000,1659.7,172.9,635.5,49790,6119
4400,1648.8,200.5,585.8,49464,7913
4800,1532.6,258.0,662.2,45978,8196
5000,1545.0,374.3,962.2,46350,9451
