Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,10.6,10.2,599,0
40,40.0,9.0,9.9,1200,0
80,80.0,8.7,9.7,2399,0
160,160.0,8.4,9.6,4799,0
320,320.0,8.2,9.7,9600,0
640,640.0,7.1,9.0,19199,0
1000,978.7,6.9,11.0,29362,0
1500,1245.8,11.2,27.5,37373,0
2000,1589.9,43.1,80.9,47697,1614
3000,1719.2,747.5,1655.0,51576,7203
