Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,11.3,11.3,600,0
40,40.0,10.2,11.2,1200,0
80,80.0,9.8,11.0,2400,0
160,160.0,9.6,10.9,4800,0
320,320.0,9.1,10.8,9599,0
640,640.0,8.0,10.4,19199,0
1000,979.2,6.2,8.3,29377,0
1500,1213.5,5.8,7.5,36406,0
2000,1426.4,6.8,8.8,42792,0
3000,1906.1,4089.1,7052.3,57183,3249
