Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.5,5.3,599,0
40,40.0,4.5,5.7,1199,0
60,60.0,4.9,6.4,1799,0
80,80.0,4.9,6.8,2400,0
100,100.0,5.3,7.5,3000,0
200,200.0,5.3,10.6,6000,0
300,300.0,5.5,12.3,9000,0
400,400.0,5.6,13.5,11999,0
500,500.0,6.0,15.8,14999,0
600,599.9,6.5,19.4,17998,0
800,799.8,7.8,25.5,23994,0
1000,982.4,10.0,34.2,29472,0
1200,1110.9,13.1,45.1,33326,0
1400,1161.4,14.1,49.2,34843,0
1600,1298.5,17.0,56.3,38955,0
1800,1413.3,22.1,68.0,42400,0
2000,1427.6,28.3,79.6,42828,1967
2200,1488.6,28.5,79.0,44658,2479
2400,1504.6,33.5,92.8,45138,3830
2600,1485.6,46.5,125.6,44568,6681
2800,1486.7,43.8,126.0,44602,7325
3000,1694.2,56.4,152.1,50826,5263
3400,1583.9,64.5,174.3,47518,7430
3800,1636.5,95.5,308.6,49096,8351
4000,1655.7,75.3,194.9,49672,8250
4400,1533.9,142.8,589.9,46017,10628
4800,1568.0,198.7,521.0,47039,10171
5000,1591.1,170.0,492.4,47734,9571
