Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.6,5.4,600,0
40,40.0,4.6,5.7,1200,0
60,60.0,4.9,6.5,1799,0
80,80.0,4.9,6.7,2399,0
100,100.0,5.3,7.4,3000,0
200,200.0,5.3,10.1,6000,0
300,300.0,5.5,12.6,8999,0
400,400.0,5.8,15.3,11999,0
500,500.0,6.2,18.0,15000,0
600,600.0,6.5,19.8,17999,0
800,799.9,7.8,26.1,23996,0
1000,984.5,9.9,34.4,29534,0
1200,1108.2,12.5,44.9,33247,0
1400,1164.1,13.9,48.1,34922,0
1600,1297.6,19.6,61.4,38929,0
1800,1423.5,21.1,66.6,42704,0
2000,1426.2,28.1,82.2,42785,1699
2200,1481.1,37.7,98.6,44434,2524
2400,1465.5,35.6,99.0,43966,4672
2600,1536.4,43.2,120.9,46093,5672
2800,1492.5,52.2,158.5,44776,7136
3000,1617.0,59.6,184.3,48509,5426
3400,1611.5,61.4,196.4,48346,7520
3800,1600.1,74.4,221.9,48002,8736
4000,1636.2,121.8,358.0,49087,8418
4400,1425.6,133.6,422.6,42769,13746
4800,1440.4,225.0,652.7,43212,12914
5000,1574.3,192.1,539.0,47230,9225
