Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,18.6,92.9,299,0
20,20.0,6.7,12.3,600,0
30,30.0,6.5,12.1,900,0
40,40.0,6.1,11.9,1200,0
50,50.0,6.1,11.8,1500,0
100,100.0,6.6,13.0,3000,0
200,200.0,6.8,13.6,6000,0
300,300.0,7.2,14.5,8999,0
400,400.0,7.6,15.1,12000,0
500,500.0,8.1,16.1,14999,0
600,600.0,8.7,17.3,18000,0
800,799.9,9.9,19.5,23996,0
1000,984.5,11.7,23.5,29536,0
1200,1088.3,13.3,26.3,32649,0
1400,1169.7,19.6,35.7,35091,0
1600,1265.4,85.0,179.1,37962,0
1800,1387.9,158.8,330.2,41636,0
2000,1505.0,217.4,437.0,45151,0
2200,1515.1,287.6,480.6,45454,467
2400,1654.9,381.2,650.6,49648,47
2600,1468.9,3248.2,8213.8,44068,1169
2800,1537.4,3386.2,9483.1,46122,1279
3000,1531.3,4032.3,10619.4,45939,1587
3200,1481.0,5365.5,12640.7,44431,1648
3400,1463.3,6251.3,14209.8,43899,1874
3600,1467.5,6326.6,14544.3,44026,2098
3800,1463.6,6950.7,15326.2,43909,2284
