Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.0,6.1,299,0
20,20.0,4.3,5.0,600,0
30,30.0,4.3,5.1,900,0
40,40.0,4.4,5.4,1199,0
50,50.0,4.5,5.9,1499,0
100,100.0,4.8,6.8,3000,0
200,200.0,5.1,8.9,6000,0
300,300.0,5.5,12.0,8999,0
400,400.0,5.7,14.5,11999,0
500,500.0,6.1,16.5,14999,0
600,598.1,6.5,19.7,17943,56
800,799.9,6.2,16.4,23998,0
1000,834.4,739.4,3538.7,25033,4522
1200,1098.8,422.8,4407.9,32963,674
1400,868.5,440.9,3110.3,26055,6832
1600,666.7,3715.4,8538.6,20000,16479
1800,712.3,55.4,309.6,21368,20047
2000,687.4,4366.3,9417.5,20621,22243
2200,772.6,41.3,126.2,23177,23135
2400,0.0,0.0,0.0,0,35426
