Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.0,6.3,300,0
20,20.0,4.5,5.1,600,0
30,30.0,4.4,5.2,899,0
40,40.0,4.5,5.5,1199,0
50,50.0,4.6,5.9,1499,0
100,100.0,5.0,6.9,2999,0
200,200.0,5.2,9.2,5999,0
300,300.0,5.5,12.7,8999,0
400,400.0,5.8,14.9,11999,0
500,500.0,6.1,16.9,15000,0
600,594.2,6.6,20.2,17826,168
800,799.9,6.4,18.5,23997,0
1000,762.2,589.0,3182.6,22865,6633
1200,1082.3,251.4,2475.6,32468,857
1400,969.1,453.2,2712.4,29074,5394
1600,348.9,1644.8,4243.5,10467,23648
1800,925.2,13.9,47.9,27756,11066
2000,218.4,6381.9,16124.4,6552,31370
2200,445.7,3724.4,15202.6,13372,29706
2400,569.5,58.7,208.2,17086,33061
2600,0.0,0.0,0.0,0,32174
