Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.0,5.7,299,0
20,20.0,5.1,5.8,600,0
30,30.0,4.9,5.6,900,0
40,40.0,4.8,5.4,1200,0
50,50.0,4.6,5.3,1500,0
100,100.0,3.9,4.5,3000,0
200,200.0,3.1,3.8,6000,0
300,300.0,3.5,4.2,9000,0
400,400.0,3.6,4.2,12000,0
500,499.7,3.6,4.3,14992,0
600,600.0,3.5,4.3,17999,0
800,800.0,3.8,4.6,23999,0
1000,979.2,3.9,4.9,29377,0
1200,1096.2,4.0,5.1,32885,0
1400,1191.7,4.0,5.1,35751,0
1600,1289.5,4.1,5.3,38686,0
1800,1381.9,4.3,5.6,41457,0
2000,1487.5,4.4,5.6,44626,0
2200,1604.7,4.5,5.9,48142,0
2400,1758.3,5.0,6.9,52748,0
2600,1896.3,5.3,7.6,56890,0
2800,2011.0,5.9,9.0,60331,0
3000,2163.2,6.6,10.3,64897,0
3200,1973.9,10.9,28.6,59217,2496
3400,2018.8,17.5,40.6,60564,2066
3600,1960.3,23.3,54.3,58810,1603
3800,1899.6,88.1,417.3,56989,3743
4000,1828.0,116.7,556.4,54839,4442
4200,1827.4,97.6,382.0,54821,4082
4400,1795.7,130.5,472.8,53871,5727
4600,1721.6,219.2,750.0,51647,4893
4800,1609.7,373.8,1049.3,48292,6650
5000,1631.3,271.7,633.4,48938,7819
