Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,4.0,4.5,300,0
20,20.0,3.9,4.6,600,0
30,30.0,3.8,4.5,900,0
40,40.0,3.7,4.4,1199,0
50,50.0,3.6,4.2,1499,0
100,100.0,3.4,4.2,2999,0
200,200.0,3.1,3.7,5999,0
300,300.0,3.1,4.0,9000,0
400,400.0,3.5,4.2,12000,0
500,499.9,3.7,4.3,14997,0
600,600.0,3.5,4.3,18000,0
800,799.5,3.8,4.6,23985,0
1000,981.0,3.9,4.9,29429,0
1200,1097.7,4.0,5.0,32932,0
1400,1196.0,4.0,5.1,35881,0
1600,1287.1,4.1,5.4,38614,0
1800,1382.0,4.3,5.6,41461,0
2000,1490.4,4.4,5.7,44711,0
2200,1603.0,4.5,5.9,48091,0
2400,1765.7,5.0,6.9,52971,0
2600,1894.3,5.1,7.3,56828,0
2800,2019.2,5.8,8.8,60577,0
3000,2161.9,6.3,9.8,64858,0
3200,2101.4,8.6,17.4,63041,1489
3400,2023.0,13.3,32.4,60689,2602
3600,1968.3,26.5,76.8,59049,2210
3800,1938.6,81.3,579.7,58159,3992
4000,1916.1,53.6,198.2,57482,3257
4200,1868.2,59.5,210.4,56046,5114
4400,1824.9,127.7,451.2,54748,3372
4600,1576.6,191.0,697.1,47297,10642
4800,1613.8,306.5,805.6,48413,6858
5000,1542.3,248.2,700.8,46268,9498
