Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,3.7,4.4,600,0
40,40.0,3.6,4.9,1200,0
60,60.0,4.0,5.7,1799,0
80,80.0,4.6,6.6,2400,0
100,100.0,5.2,7.6,3000,0
200,200.0,5.3,10.5,5999,0
300,300.0,5.5,12.6,9000,0
400,400.0,5.7,13.8,12000,0
500,500.0,6.0,16.4,15000,0
600,599.9,6.7,20.6,17998,0
800,800.0,7.9,26.5,23999,0
1000,983.1,10.3,35.7,29492,0
1200,1108.9,14.3,50.0,33267,0
1400,1163.9,15.5,51.4,34918,0
1600,1294.8,20.9,64.8,38845,0
1800,1427.2,24.5,71.5,42815,0
2000,1440.2,33.9,96.7,43205,1739
2200,1489.8,36.2,114.0,44694,2564
2400,1440.2,50.4,146.9,43206,5779
2600,1536.6,53.8,145.0,46099,5355
2800,1616.0,68.4,186.4,48479,4830
3000,1540.3,90.2,322.9,46210,7315
3400,1621.0,94.9,307.5,48629,7164
3800,1633.4,139.5,315.4,49001,7817
4000,1596.8,196.5,745.6,47903,8405
4400,1568.8,188.2,686.5,47064,9750
4800,1553.3,254.2,761.9,46600,9793
5000,1517.4,218.0,670.8,45522,10122
