Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.6,5.4,600,0
40,40.0,4.6,5.9,1200,0
60,60.0,4.9,6.5,1800,0
80,80.0,5.3,7.3,2399,0
100,100.0,6.0,8.3,2999,0
200,199.9,5.4,11.3,5996,0
300,300.0,5.6,13.3,8999,0
400,400.0,5.8,14.2,11999,0
500,500.0,6.2,17.2,14999,0
600,600.0,6.7,20.8,17999,0
800,799.8,8.5,28.1,23995,0
1000,983.9,11.4,38.0,29517,0
1200,1110.3,14.7,48.5,33310,0
1400,1154.7,16.1,51.6,34641,0
1600,1306.6,22.0,71.9,39199,0
1800,1401.7,26.1,76.3,42051,243
2000,1369.4,35.0,87.6,41081,3152
2200,1538.3,39.8,108.7,46149,1485
2400,1371.4,49.5,149.4,41141,6183
2600,1502.5,65.1,195.1,45074,6961
2800,1537.5,60.9,184.1,46126,5499
3000,1600.1,84.3,288.4,48002,5818
3400,1651.2,80.0,229.6,49537,6702
3800,1564.4,109.9,321.3,46932,8190
4000,1597.9,187.5,610.4,47938,9578
4400,1585.5,210.6,623.0,47564,8102
4800,1570.0,252.0,797.3,47101,9102
5000,1585.9,261.0,762.9,47578,8828
