Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.0,5.8,300,0
20,20.0,4.5,5.2,600,0
30,30.0,4.4,5.2,899,0
40,40.0,4.5,5.6,1199,0
50,50.0,4.7,6.0,1499,0
100,100.0,5.5,7.4,3000,0
200,200.0,5.1,8.8,5999,0
300,300.0,6.1,15.3,9000,0
400,400.0,7.4,21.3,11999,0
500,500.0,7.6,22.1,14999,0
600,600.0,8.1,24.5,17999,0
800,799.9,9.3,29.0,23997,0
1000,983.8,11.5,37.7,29513,0
1200,1107.8,13.4,43.9,33234,0
1400,1148.8,10.6,38.6,34464,410
1600,1298.3,10.8,36.9,38948,0
1800,1414.3,14.7,49.8,42428,101
2000,1534.8,113.9,1112.9,46045,163
2200,1570.6,14.2,45.8,47119,1089
2400,1249.4,20.2,62.3,37482,10683
2600,1907.1,156.6,1444.6,57214,831
2800,1204.5,24.6,67.1,36135,10012
3000,356.6,18159.4,29075.6,10698,38944
3200,2317.3,17.1,51.6,69520,0
3400,792.3,36.7,95.1,23770,22614
3600,0.0,0.0,0.0,0,45486
