Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,21.2,104.3,300,0
20,20.0,6.9,12.4,599,0
30,30.0,6.5,12.3,899,0
40,40.0,6.4,12.0,1200,0
50,50.0,6.3,12.1,1500,0
100,100.0,6.3,11.7,3000,0
200,200.0,7.1,13.5,6000,0
300,300.0,7.6,14.4,9000,0
400,400.0,7.9,15.1,11999,0
500,500.0,8.4,16.0,14999,0
600,599.9,8.9,16.9,17998,0
800,799.9,10.1,19.5,23996,0
1000,984.2,11.9,23.1,29525,0
1200,1082.9,13.8,27.0,32486,0
1400,1172.7,30.1,62.3,35181,0
1600,1264.8,87.5,184.0,37945,0
1800,1387.9,178.7,376.3,41636,0
2000,1496.6,229.8,479.3,44897,166
2200,1509.0,297.7,590.9,45270,773
2400,1532.2,1385.6,4342.6,45966,1133
2600,1537.5,2938.9,7332.5,46125,1593
2800,1496.3,3756.8,8462.8,44889,2094
3000,1501.0,4686.0,10519.4,45031,2257
3200,1479.8,5241.0,11333.0,44393,2502
3400,1494.8,5533.7,11976.2,44844,2651
3600,1479.3,5950.6,12696.7,44378,2837
3800,1487.5,5757.1,12448.4,44626,2776
4000,1485.7,5910.8,12764.8,44570,3061
4200,1493.9,6124.8,13033.1,44816,2876
4400,1493.1,6105.1,12968.0,44794,2807
4600,1484.8,6231.0,13215.7,44544,3168
4800,1484.1,6256.1,13176.8,44524,3487
5000,1479.5,6244.8,13237.6,44385,3266
