Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.0,6.0,300,0
20,20.0,4.5,5.3,600,0
30,30.0,4.4,5.2,899,0
40,40.0,4.4,5.5,1200,0
50,50.0,4.6,6.0,1500,0
100,100.0,5.2,7.1,2999,0
200,200.0,5.1,8.8,5999,0
300,300.0,6.2,15.1,8999,0
400,400.0,7.5,21.5,12000,0
500,500.0,7.6,22.0,14999,0
600,600.0,8.2,24.3,17999,0
800,799.9,9.2,28.9,23997,0
1000,983.8,11.2,35.9,29513,0
1200,1104.3,12.8,41.5,33128,36
1400,1169.7,8.8,27.0,35092,0
1600,1296.6,11.0,35.3,38898,0
1800,1417.7,14.6,48.9,42531,55
2000,1324.7,43.4,66.5,39742,4704
2200,1635.5,14.4,48.6,49065,677
2400,1071.8,21.6,66.8,32155,13919
2600,1884.4,45.3,196.3,56532,1148
2800,993.1,78.5,66.1,29794,16744
3000,779.9,8112.3,22769.7,23398,27651
3200,1279.6,19.3,51.0,38387,12259
3400,1088.6,1139.7,14855.7,32658,24257
3600,1083.0,3640.1,8517.1,32489,25658
3800,800.0,22.7,57.8,24000,28536
4000,604.1,10890.3,25384.0,18124,34977
4200,817.9,5382.5,9869.1,24536,29625
4400,790.6,7777.9,18507.8,23717,28473
4600,1229.6,29.9,72.0,36888,21809
4800,0.0,0.0,0.0,0,58232
