Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,4.3,6.0,300,0
20,20.0,3.8,4.3,600,0
30,30.0,3.6,4.3,900,0
40,40.0,3.8,4.8,1200,0
50,50.0,4.1,5.4,1499,0
100,100.0,4.9,6.9,2999,0
200,200.0,5.2,9.7,5999,0
300,300.0,6.3,15.8,8999,0
400,400.0,7.8,23.8,12000,0
500,500.0,8.1,25.2,14999,0
600,599.9,8.2,25.5,17998,0
800,799.5,9.1,28.7,23984,0
1000,983.9,11.1,36.0,29517,0
1200,1111.9,14.2,48.8,33358,0
1400,1122.7,16.2,54.1,33680,932
1600,1297.4,11.0,39.2,38921,0
1800,1418.7,14.5,50.9,42560,50
2000,1355.4,596.9,3311.9,40661,2935
2200,1562.0,13.9,46.6,46860,1328
2400,1288.4,21.5,61.8,38652,10140
2600,1726.4,85.5,876.0,51792,3539
2800,1331.1,24.2,63.1,39933,8077
3000,934.8,3919.5,13541.5,28043,22975
3200,1533.6,19.9,54.3,46008,8199
3400,1136.8,407.2,2490.0,34103,19246
3600,370.8,9204.2,18405.1,11123,42286
3800,1926.2,19.2,51.5,57787,9682
4000,0.0,0.0,0.0,0,48883
