Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,8.9,16.3,600,0
40,40.0,8.2,15.1,1200,0
60,60.0,6.5,12.0,1799,0
80,80.0,6.8,12.5,2400,0
100,100.0,7.1,13.2,2999,0
200,200.0,7.3,13.9,5999,0
300,300.0,7.6,14.5,8999,0
400,400.0,8.0,15.1,11999,0
500,500.0,8.4,16.0,14999,0
600,600.0,9.0,17.2,18000,0
800,799.9,10.0,19.3,23997,0
1000,984.3,11.7,22.9,29529,0
1200,1084.9,13.9,27.5,32546,0
1400,1167.7,21.5,50.3,35030,0
1600,1269.1,115.5,250.4,38073,0
1800,1393.1,175.8,362.2,41792,0
2000,1493.8,246.5,517.5,44815,158
2200,1498.1,336.5,622.9,44942,1125
2400,1543.4,1114.0,3462.4,46302,939
2600,1518.1,3022.8,7297.9,45542,1718
2800,1501.6,3861.2,8778.9,45047,1884
3000,1487.6,4738.8,10392.2,44629,2255
3400,1497.5,5440.5,11726.2,44924,2429
3800,1487.5,5721.3,12208.4,44625,2895
4000,1476.8,6033.3,12891.5,44303,3136
4400,1491.4,5971.3,12947.2,44743,3027
4800,1512.8,5889.4,12679.0,45384,3102
5000,1506.6,6061.0,12975.3,45197,3055
