Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.8,5.5,599,0
40,40.0,4.6,5.3,1199,0
60,60.0,4.3,5.0,1800,0
80,80.0,4.1,4.7,2399,0
100,100.0,3.6,4.4,3000,0
200,200.0,3.4,4.1,6000,0
300,300.0,3.4,4.1,8999,0
400,400.0,3.6,4.3,11999,0
500,500.0,3.7,4.4,14999,0
600,599.9,3.8,4.6,17998,0
800,799.9,4.0,5.0,23998,0
1000,979.0,4.2,5.4,29369,0
1200,1093.9,4.4,5.8,32818,0
1400,1191.0,4.5,5.9,35729,0
1600,1290.9,4.7,6.2,38728,0
1800,1380.0,4.9,6.6,41400,0
2000,1495.2,5.0,6.7,44857,0
2200,1610.5,5.4,7.4,48316,0
2400,1765.0,5.7,8.1,52950,0
2600,1913.7,58.6,421.5,57412,0
2800,1496.1,142.3,805.8,44883,6308
3000,1656.5,244.0,1380.1,49695,5846
3400,1376.7,214.1,1109.3,41302,9879
3800,1423.7,582.1,2185.8,42710,11590
4000,1329.5,416.0,1272.1,39886,11517
4400,1187.5,442.8,1071.6,35625,13463
4800,1399.4,497.6,1222.2,41983,12354
5000,1232.4,643.7,1412.8,36973,13411
