Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,5.6,6.4,600,0
40,40.0,5.3,6.1,1200,0
60,60.0,4.7,5.4,1799,0
80,80.0,4.2,4.9,2400,0
100,100.0,4.2,4.8,3000,0
200,200.0,3.6,4.3,5999,0
300,300.0,3.7,4.4,9000,0
400,400.0,3.5,4.2,12000,0
500,499.9,3.7,4.5,14998,0
600,600.0,3.8,4.6,18000,0
800,799.9,4.0,4.9,23996,0
1000,979.5,4.2,5.4,29385,0
1200,1095.3,4.3,5.6,32860,0
1400,1194.3,4.5,5.8,35829,0
1600,1295.5,4.7,6.2,38864,0
1800,1387.9,4.8,6.6,41638,0
2000,1492.5,5.1,6.7,44774,0
2200,1606.6,5.2,7.1,48198,0
2400,1770.8,5.6,8.0,53123,0
2600,1888.1,11.7,11.8,56643,0
2800,1622.9,272.5,1456.5,48686,5170
3000,1678.7,72.9,415.6,50361,5186
3400,1408.4,497.9,2416.6,42253,10779
3800,1420.7,354.5,1315.9,42620,10869
4000,1326.7,714.2,1992.1,39801,11724
4400,1243.9,515.4,1323.1,37317,13070
4800,1320.4,412.5,1054.3,39613,13149
5000,1317.1,747.2,1832.1,39512,13087
