Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,5.0,5.6,600,0
40,40.0,4.7,5.4,1200,0
60,60.0,4.3,5.0,1799,0
80,80.0,3.9,4.7,2399,0
100,100.0,3.5,4.0,3000,0
200,200.0,3.4,4.0,5999,0
300,299.9,3.6,4.3,8996,0
400,400.0,3.5,4.2,11999,0
500,500.0,3.7,4.4,14999,0
600,599.9,3.8,4.6,17998,0
800,799.9,4.0,5.0,23996,0
1000,979.9,4.2,5.4,29396,0
1200,1096.3,4.4,5.7,32889,0
1400,1194.8,4.5,5.9,35844,0
1600,1287.9,4.8,6.3,38637,0
1800,1384.9,4.9,6.6,41548,0
2000,1490.5,5.2,6.9,44716,0
2200,1602.0,5.3,7.4,48061,0
2400,1771.5,5.9,8.6,53145,0
2600,1897.9,6.6,10.0,56936,0
2800,1649.4,326.5,1591.0,49482,4269
3000,1626.7,69.9,335.5,48800,5519
3400,1351.0,571.1,2130.7,40531,10987
3800,1400.3,426.2,1352.3,42010,10711
4000,1255.8,455.0,1490.5,37675,12246
4400,1260.1,528.7,1298.0,37802,12900
4800,1271.3,453.6,1078.7,38140,13129
5000,1282.9,599.1,1438.1,38486,13139
