Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,5.7,6.5,600,0
40,40.0,5.5,6.2,1199,0
60,60.0,4.9,5.6,1800,0
80,80.0,4.3,5.2,2399,0
100,100.0,3.8,4.5,3000,0
200,200.0,3.5,4.2,5999,0
300,299.8,3.5,4.2,8995,0
400,400.0,3.5,4.2,12000,0
500,499.9,3.7,4.4,14998,0
600,600.0,3.8,4.7,18000,0
800,799.8,4.0,4.9,23994,0
1000,982.2,4.3,5.4,29466,0
1200,1093.4,4.4,5.7,32801,0
1400,1193.4,4.5,5.9,35802,0
1600,1289.6,4.7,6.2,38689,0
1800,1385.5,4.9,6.6,41564,0
2000,1491.1,5.1,6.9,44732,0
2200,1610.8,5.3,7.4,48324,0
2400,1770.9,5.8,8.4,53127,0
2600,1901.8,6.5,9.9,57053,0
2800,1645.8,268.0,1522.5,49374,4955
3000,1604.5,73.1,413.2,48136,5882
3400,1458.7,465.0,1989.7,43760,10249
3800,1305.0,371.2,1365.2,39151,11843
4000,1299.1,717.6,2345.0,38974,13005
4400,1320.9,555.4,1858.1,39627,12245
4800,1260.9,484.2,1147.5,37826,13231
5000,1324.6,593.3,1300.9,39738,12646
