Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,5.0,5.7,600,0
40,40.0,4.6,5.2,1199,0
60,60.0,4.3,5.0,1800,0
80,80.0,4.1,4.8,2399,0
100,100.0,3.7,4.6,3000,0
200,200.0,3.3,3.9,5999,0
300,300.0,3.2,4.0,8999,0
400,400.0,3.5,4.2,11999,0
500,500.0,3.6,4.3,15000,0
600,600.0,3.5,4.3,17999,0
800,799.9,3.8,4.7,23997,0
1000,980.1,4.0,5.1,29404,0
1200,1096.1,4.1,5.3,32883,0
1400,1197.5,4.2,5.5,35926,0
1600,1292.2,4.4,5.8,38766,0
1800,1386.4,4.6,6.2,41592,0
2000,1491.5,4.8,6.4,44745,0
2200,1602.2,5.0,6.8,48066,0
2400,1761.3,5.4,7.7,52840,0
2600,1890.4,6.9,10.0,56712,0
2800,1772.9,380.4,1844.1,53187,2250
3000,1878.8,42.3,306.8,56363,1106
3400,1757.8,627.5,3002.0,52733,4459
3800,1340.4,731.3,1738.2,40212,11247
4000,1521.8,1346.1,3141.4,45654,7985
4400,1294.8,784.9,2018.1,38845,13007
4800,1603.5,1164.6,2521.6,48105,7438
5000,1288.3,1581.9,6051.1,38650,13521
