Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,5.0,5.7,599,0
40,40.0,4.7,5.4,1199,0
60,60.0,4.4,5.0,1800,0
80,80.0,4.2,4.9,2399,0
100,100.0,3.6,4.6,2999,0
200,200.0,3.1,3.8,6000,0
300,300.0,3.3,4.2,8999,0
400,400.0,3.7,4.3,11999,0
500,500.0,3.7,4.5,14999,0
600,600.0,3.6,4.5,18000,0
800,799.9,3.8,4.7,23997,0
1000,981.8,4.0,5.2,29454,0
1200,1098.6,4.1,5.4,32958,0
1400,1191.0,4.2,5.4,35730,0
1600,1289.9,4.4,5.8,38697,0
1800,1385.3,4.6,6.2,41558,0
2000,1492.6,4.9,6.4,44777,0
2200,1610.0,5.0,7.0,48301,0
2400,1758.4,5.5,7.8,52753,0
2600,1895.8,7.8,12.0,56873,0
2800,1769.1,339.6,1864.7,53072,2237
3000,1873.9,79.1,622.5,56216,1668
3400,1736.0,639.4,2917.3,52080,4589
3800,1342.6,754.9,1811.7,40277,11932
4000,1541.3,1301.5,2830.4,46238,7859
4400,1256.0,853.3,2559.7,37679,13945
4800,1580.8,1072.6,1937.7,47425,7886
5000,1300.2,1489.6,4354.5,39007,13505
