Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.8,7.3,299,0
20,20.0,5.2,5.9,600,0
30,30.0,5.0,5.7,900,0
40,40.0,4.8,5.6,1200,0
50,50.0,4.7,5.6,1499,0
100,100.0,4.9,6.2,3000,0
200,200.0,4.9,7.9,5999,0
300,300.0,5.4,10.5,9000,0
400,400.0,5.4,11.4,11999,0
500,500.0,5.8,13.5,14999,0
600,590.0,28.2,158.4,17701,273
800,799.8,6.1,13.8,23993,0
1000,527.1,23.3,105.3,15812,13499
1200,1098.2,7.3,18.5,32947,0
1400,327.3,1555.6,9201.8,9820,23030
1600,1276.7,191.3,872.6,38300,645
1800,514.3,706.7,1239.7,15430,19104
2000,921.1,2381.4,7120.1,27633,13414
2200,634.7,917.5,2942.5,19042,20249
2400,164.8,27658.1,29127.4,4943,35003
2600,0.0,0.0,0.0,0,32291
