Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,1.9,4.3,600,0
40,40.0,1.7,4.1,1199,0
60,60.0,1.7,4.0,1800,0
80,80.0,1.7,4.0,2400,0
100,100.0,1.7,4.0,2999,0
200,199.9,1.5,3.8,5998,0
300,300.0,1.4,4.3,8999,0
400,399.9,1.2,3.9,11998,0
500,500.0,1.2,3.6,14999,0
600,599.9,1.1,3.6,17998,0
800,799.9,1.1,3.5,23997,0
1000,952.6,1.1,3.5,28578,0
1200,1025.8,1.1,3.5,30774,0
1400,1309.6,1.0,3.5,39287,0
1600,1433.1,1.1,3.5,42993,0
1800,1498.7,1.1,3.5,44960,0
2000,1561.2,1.1,3.5,46836,0
2200,1659.5,1.1,3.5,49786,0
2400,1777.6,1.1,3.5,53329,0
2600,1847.0,1.1,3.5,55411,0
2800,1870.4,1.1,3.6,56111,0
3000,1965.5,1.1,3.6,58965,0
3400,2268.6,1.1,3.6,68059,0
3800,2542.4,1.1,3.6,76272,0
4000,2668.5,1.2,3.7,80054,0
4400,2885.0,1.4,3.8,86549,224
4800,2607.0,3.3,23.2,78209,2568
5000,2914.8,2.7,15.5,87445,2288
