Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,1.9,5.2,599,0
40,40.0,1.7,5.2,1200,0
60,60.0,1.6,4.9,1799,0
80,80.0,1.7,4.9,2400,0
100,100.0,1.6,4.8,2999,0
200,200.0,1.5,4.5,5999,0
300,300.0,1.3,4.2,9000,0
400,400.0,1.2,3.7,12000,0
500,500.0,1.1,3.6,15000,0
600,600.0,1.1,3.7,18000,0
800,799.9,1.1,3.5,23997,0
1000,947.3,1.1,3.5,28418,0
1200,1037.9,1.1,3.5,31136,0
1400,1312.8,1.1,3.5,39385,0
1600,1431.3,1.1,3.5,42939,0
1800,1488.5,1.1,3.5,44656,0
2000,1558.0,1.1,3.5,46740,0
2200,1654.3,1.1,3.5,49629,0
2400,1780.1,1.1,3.5,53403,0
2600,1845.2,1.1,3.5,55356,0
2800,1860.9,1.1,3.6,55828,0
3000,1965.0,1.1,3.6,58951,0
3400,2258.3,1.1,3.7,67749,0
3800,2531.5,1.2,3.7,75946,0
4000,2659.9,1.2,3.7,79796,0
4400,2857.6,1.5,3.9,85727,387
4800,2580.5,3.0,22.6,77415,4044
5000,2831.4,2.8,6.5,84942,3708
