Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.3,6.7,299,0
20,20.0,4.7,5.6,599,0
30,30.0,4.5,5.4,900,0
40,40.0,4.5,5.6,1200,0
50,50.0,4.7,6.1,1499,0
100,100.0,5.5,7.5,3000,0
200,200.0,5.3,9.8,6000,0
300,300.0,5.7,12.4,8999,0
400,400.0,6.1,15.3,12000,0
500,500.0,6.2,17.2,14999,0
600,595.5,7.4,21.1,17866,125
800,795.8,7.3,22.7,23873,125
1000,982.6,17.0,68.9,29477,86
1200,655.8,320.9,1128.5,19673,13456
1400,1159.1,8.4,26.8,34773,0
1600,7.3,26959.4,29666.8,219,32367
1800,1378.9,8.7,27.4,41366,0
2000,0.0,0.0,0.0,0,37317
