Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,3.9,4.6,299,0
20,20.0,3.5,4.3,600,0
30,30.0,3.5,4.5,900,0
40,40.0,3.7,4.9,1199,0
50,50.0,3.9,5.5,1500,0
100,100.0,5.2,7.4,3000,0
200,200.0,5.2,9.8,6000,0
300,300.0,6.7,17.9,9000,0
400,360.2,8781.3,27506.6,10805,1170
500,209.5,13015.5,28395.0,6285,8677
600,0.0,0.0,0.0,0,17947
