Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,13.5,15.8,300,0
20,20.0,13.3,15.2,599,0
50,50.0,14.4,18.0,1500,0
100,100.0,15.0,18.8,2999,0
200,200.0,15.0,21.8,6000,0
400,400.0,16.4,29.7,11999,0
600,600.0,16.4,32.7,17999,0
800,799.9,16.5,37.0,23998,0
1000,989.7,19.1,44.6,29690,0
1200,1167.2,25.7,54.5,35017,0
1400,1356.1,77.5,409.0,40684,0
1600,1478.9,297.8,1671.2,44368,1744
1800,1368.5,1354.7,5860.6,41056,7791
2000,1391.3,1099.5,5343.4,41739,11082
