Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,13.5,15.6,299,0
20,20.0,13.1,14.6,600,0
50,50.0,13.0,14.7,1499,0
100,100.0,13.2,14.9,3000,0
200,200.0,13.3,15.4,5999,0
400,400.0,14.1,17.2,11999,0
600,600.0,14.3,17.7,17999,0
800,799.3,14.1,17.7,23980,0
1000,989.2,14.3,17.7,29676,0
1200,1168.4,14.1,17.9,35052,0
1400,1354.5,15.9,19.4,40636,0
1600,1546.7,15.5,20.3,46401,0
1800,1722.5,17.1,25.8,51675,0
2000,1578.8,212.1,885.7,47365,6282
