Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,12.7,14.5,299,0
20,20.0,12.6,14.6,600,0
50,50.0,12.8,15.2,1500,0
100,100.0,14.8,17.6,2999,0
200,200.0,16.0,23.4,6000,0
400,399.9,28.1,79.4,11997,0
600,599.7,39.1,135.5,17990,0
800,798.7,55.7,231.8,23962,0
1000,988.6,50.8,187.8,29658,0
1200,1164.5,27.7,82.5,34936,0
1400,1360.8,29.6,90.8,40823,0
1600,1523.3,33.7,99.2,45698,621
1800,1581.7,45.2,123.0,47452,3063
2000,1675.2,874.4,2575.5,50255,2588
