Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.8,6.8,299,0
20,20.0,5.6,6.4,600,0
30,30.0,5.3,6.2,900,0
40,40.0,5.2,6.0,1199,0
50,50.0,5.0,5.8,1500,0
100,100.0,4.4,5.1,3000,0
200,200.0,4.4,6.1,6000,0
300,300.0,5.1,5.9,8999,0
400,400.0,4.8,5.7,11999,0
500,500.0,5.2,6.0,14999,0
600,599.8,5.1,6.1,17995,0
800,799.9,5.4,6.5,23996,0
1000,981.6,5.7,7.0,29448,0
1200,1093.0,6.0,7.5,32789,0
1400,1191.1,6.2,7.8,35732,0
1600,1290.2,6.7,8.4,38707,0
1800,1380.0,7.0,9.0,41400,0
2000,1495.7,7.6,9.8,44872,0
2200,1628.4,8.1,10.6,48852,0
2400,1777.9,9.3,12.7,53338,0
2600,1906.9,14.0,16.7,57208,0
2800,1944.9,12.0,18.5,58346,72
3000,1893.0,16.3,34.1,56789,1306
3200,1845.3,24.2,45.2,55359,1978
3400,1410.7,202.4,819.2,42321,7353
3600,1612.0,243.1,781.6,48360,4908
3800,1475.4,207.9,650.8,44261,4953
4000,1490.4,218.6,612.8,44712,5559
4200,1497.7,243.9,711.9,44930,5425
4400,1462.8,383.0,1513.9,43883,6338
4600,1460.9,452.7,1296.5,43828,9740
4800,1511.8,321.7,912.9,45353,6298
5000,1437.5,334.0,1039.3,43125,8168
