Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.7,6.5,300,0
20,20.0,5.3,6.0,600,0
30,30.0,5.2,5.9,900,0
40,40.0,5.0,5.7,1200,0
50,50.0,4.7,5.4,1500,0
100,100.0,3.9,4.6,2999,0
200,200.0,3.5,4.1,5999,0
300,300.0,3.5,4.1,9000,0
400,400.0,3.5,4.2,12000,0
500,499.9,3.6,4.3,14998,0
600,599.7,3.9,4.7,17991,0
800,799.9,4.0,4.9,23996,0
1000,982.0,4.2,5.3,29461,0
1200,1092.1,4.4,5.7,32764,0
1400,1193.2,4.5,5.9,35795,0
1600,1298.0,4.7,6.2,38940,0
1800,1390.2,4.9,6.6,41707,0
2000,1495.4,5.1,6.9,44862,0
2200,1607.2,5.3,7.2,48217,0
2400,1766.5,6.0,8.7,52994,0
2600,1897.7,6.4,9.4,56930,0
2800,1613.0,279.8,1412.5,48391,5316
3000,1668.5,58.5,320.5,50055,5203
3200,1509.7,434.3,2219.7,45290,9252
3400,1380.7,189.5,768.2,41422,9874
3600,1400.0,534.7,1773.8,42000,10586
3800,1274.0,491.6,1425.1,38220,11532
4000,1278.2,328.3,938.9,38346,12300
4200,1305.6,738.2,1925.9,39167,12838
4400,1258.5,371.5,1006.6,37755,12601
4600,1306.8,450.9,1273.5,39204,13053
4800,1317.5,569.7,1404.8,39525,12899
5000,1226.4,382.9,954.9,36792,13303
