Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.8,6.5,299,0
20,20.0,5.7,6.4,600,0
30,30.0,5.5,6.3,899,0
40,40.0,5.4,6.2,1200,0
50,50.0,5.2,5.9,1500,0
100,100.0,4.0,4.7,2999,0
200,200.0,3.6,4.2,6000,0
300,300.0,3.6,4.3,8999,0
400,400.0,3.6,4.3,11999,0
500,500.0,3.6,4.3,14999,0
600,600.0,3.8,4.6,17999,0
800,799.9,4.0,4.9,23998,0
1000,980.4,4.2,5.3,29412,0
1200,1092.7,4.4,5.7,32781,0
1400,1191.0,4.6,5.9,35729,0
1600,1291.7,4.7,6.2,38750,0
1800,1384.1,4.9,6.6,41522,0
2000,1490.8,5.1,6.9,44724,0
2200,1607.2,5.3,7.3,48215,0
2400,1769.4,6.0,8.8,53082,0
2600,1895.7,6.5,9.8,56871,0
2800,1639.6,237.3,1270.9,49189,4809
3000,1669.0,59.8,325.8,50069,5092
3200,1497.4,399.9,1942.3,44922,8908
3400,1399.5,201.9,820.9,41984,9596
3600,1377.6,607.8,1914.9,41327,10923
3800,1298.3,451.4,1573.5,38950,11604
4000,1307.1,300.5,1010.8,39212,11753
4200,1286.9,567.3,1592.2,38607,12887
4400,1167.5,397.2,999.5,35026,13224
4600,1332.8,599.6,1588.7,39985,12330
4800,1295.7,592.7,1564.4,38872,13122
5000,1221.0,548.2,1320.8,36630,13770
