Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.0,5.6,300,0
20,20.0,5.0,5.7,599,0
30,30.0,4.8,5.4,900,0
40,40.0,4.7,5.4,1199,0
50,50.0,4.5,5.1,1499,0
100,100.0,3.9,4.6,3000,0
200,200.0,3.4,3.9,5999,0
300,300.0,3.4,4.1,8999,0
400,400.0,3.4,4.1,12000,0
500,500.0,3.7,4.4,14999,0
600,599.9,3.8,4.6,17997,0
800,799.5,4.0,4.9,23984,0
1000,979.5,4.2,5.4,29384,0
1200,1095.4,4.4,5.7,32861,0
1400,1193.2,4.6,6.0,35795,0
1600,1292.0,4.7,6.2,38760,0
1800,1386.5,4.9,6.6,41596,0
2000,1485.3,5.2,6.9,44558,0
2200,1605.4,5.3,7.3,48161,0
2400,1769.9,6.1,8.8,53096,0
2600,1889.5,6.5,9.8,56685,0
2800,1595.1,226.4,1089.9,47852,5576
3000,1710.1,66.9,404.2,51303,4779
3200,1545.7,313.8,1617.3,46370,8012
3400,1398.0,238.2,1026.9,41941,9787
3600,1361.1,644.8,2026.0,40832,11051
3800,1291.5,493.7,1470.6,38744,11368
4000,1264.6,364.0,1012.2,37939,12198
4200,1328.1,546.9,1529.6,39843,12082
4400,1239.0,398.5,1010.1,37170,12739
4600,1350.3,672.3,1726.5,40510,12155
4800,1314.5,556.8,1309.5,39436,12392
5000,1264.5,603.6,1596.6,37935,13003
