Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.0,5.7,300,0
20,20.0,5.0,5.7,600,0
30,30.0,4.9,5.5,900,0
40,40.0,4.8,5.5,1200,0
50,50.0,4.7,5.4,1499,0
100,100.0,3.7,4.5,2999,0
200,200.0,3.2,4.0,6000,0
300,300.0,3.2,4.2,8999,0
400,400.0,3.7,4.4,11999,0
500,500.0,3.8,4.5,14999,0
600,599.9,3.5,4.4,17998,0
800,799.8,3.8,4.8,23995,0
1000,980.1,4.0,5.1,29402,0
1200,1098.1,4.1,5.4,32943,0
1400,1195.7,4.3,5.5,35870,0
1600,1289.9,4.4,5.7,38696,0
1800,1385.7,4.6,6.2,41570,0
2000,1491.1,4.8,6.4,44733,0
2200,1605.1,5.0,6.7,48152,0
2400,1770.7,5.7,8.1,53120,0
2600,1879.5,5.9,8.6,56384,0
2800,1767.9,409.8,1962.4,53038,2376
3000,1904.2,38.7,304.2,57127,1064
3200,1734.8,612.1,2950.4,52043,4235
3400,1816.1,172.0,915.3,54482,3110
3600,1383.8,1342.5,2716.4,41513,9646
3800,1467.8,486.6,1190.7,44035,7393
4000,1418.2,835.0,1621.6,42546,10723
4200,1424.4,632.9,1310.0,42733,9727
4400,1356.1,891.6,2110.3,40684,11188
4600,1458.5,1047.5,2086.1,43754,10181
4800,1352.2,1061.2,1820.4,40565,11975
5000,1408.9,1026.4,1821.0,42268,10935
