Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.1,6.0,300,0
20,20.0,5.1,5.9,599,0
30,30.0,4.9,5.7,899,0
40,40.0,4.8,5.6,1200,0
50,50.0,4.6,5.5,1500,0
100,100.0,3.8,4.4,3000,0
200,200.0,3.1,3.8,6000,0
300,299.9,3.1,4.0,8998,0
400,400.0,3.6,4.3,11999,0
500,500.0,3.7,4.4,14999,0
600,599.9,3.6,4.4,17998,0
800,799.8,3.8,4.8,23993,0
1000,979.9,4.0,5.1,29397,0
1200,1094.8,4.1,5.3,32843,0
1400,1195.7,4.2,5.5,35870,0
1600,1294.7,4.4,5.8,38842,0
1800,1384.0,4.5,6.1,41521,0
2000,1488.5,4.8,6.4,44654,0
2200,1611.5,4.9,6.7,48346,0
2400,1764.9,5.6,7.9,52947,0
2600,1897.2,5.9,8.7,56917,0
2800,1775.1,398.2,1849.1,53253,2112
3000,1894.9,39.5,305.1,56847,1069
3200,1739.9,756.0,3201.7,52197,4011
3400,1518.3,379.0,1319.5,45548,7476
3600,1456.4,1253.2,2783.8,43692,8853
3800,1356.4,464.5,1120.6,40692,10531
4000,1493.2,794.3,1560.2,44797,8697
4200,1381.5,934.7,1694.8,41444,11593
4400,1425.8,806.3,1446.3,42775,8934
4600,1406.8,1543.1,4947.3,42204,11873
4800,1444.3,908.7,1656.2,43328,10130
5000,1356.7,1310.2,3123.7,40701,12429
