Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,4.3,5.0,299,0
20,20.0,4.0,4.7,599,0
30,30.0,4.0,4.7,899,0
40,40.0,3.9,4.6,1200,0
50,50.0,3.9,4.5,1500,0
100,100.0,3.4,4.0,2999,0
200,200.0,3.2,3.8,6000,0
300,300.0,3.3,4.0,8999,0
400,400.0,3.5,4.2,12000,0
500,500.0,3.5,4.3,14999,0
600,599.9,3.5,4.4,17997,0
800,799.8,3.8,4.7,23994,0
1000,978.6,4.0,5.0,29358,0
1200,1095.2,4.1,5.4,32856,0
1400,1194.9,4.2,5.4,35848,0
1600,1294.1,4.4,5.8,38823,0
1800,1384.8,4.6,6.1,41544,0
2000,1494.5,4.8,6.4,44834,0
2200,1604.2,4.9,6.7,48125,0
2400,1758.9,5.6,7.9,52768,0
2600,1885.5,5.9,8.7,56565,0
2800,1768.9,405.1,1900.1,53068,2334
3000,1888.0,52.0,367.3,56639,1080
3200,1767.6,604.9,2911.9,53029,3889
3400,1502.7,331.9,1188.9,45082,6706
3600,1447.2,1560.8,3232.7,43417,9051
3800,1381.5,403.1,1041.5,41446,9298
4000,1447.6,968.8,2021.3,43429,9674
4200,1401.6,773.9,1609.7,42047,10632
4400,1401.9,967.1,1654.6,42056,9724
4600,1424.8,1134.3,2755.3,42745,11138
4800,1403.1,801.8,1396.9,42094,10680
5000,1412.0,1399.0,3250.6,42360,11716
