Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,2.0,5.3,600,0
40,40.0,1.8,5.1,1200,0
60,60.0,1.8,5.0,1800,0
80,80.0,1.7,4.8,2399,0
100,99.9,1.7,4.8,2998,0
200,200.0,1.6,4.0,5999,0
300,300.0,1.4,4.2,9000,0
400,399.9,1.2,3.5,11998,0
500,500.0,1.2,3.7,14999,0
600,600.0,1.1,3.6,17999,0
800,799.9,1.1,3.5,23998,0
1000,949.8,1.1,3.5,28493,0
1200,1031.3,1.1,3.5,30940,0
1400,1310.8,1.0,3.4,39325,0
1600,1439.8,1.0,3.4,43193,0
1800,1494.7,1.1,3.5,44841,0
2000,1553.9,1.1,3.5,46617,0
2200,1663.2,1.1,3.5,49897,0
2400,1787.9,1.1,3.5,53636,0
2600,1851.9,1.1,3.5,55558,0
2800,1871.9,1.1,3.6,56158,0
3000,1986.8,1.1,3.6,59605,0
3400,2263.8,1.2,3.7,67915,0
3800,2549.9,1.2,3.7,76498,0
4000,2671.6,1.2,3.8,80148,0
4400,2846.3,1.6,4.0,85388,580
4800,2576.5,3.1,24.1,77296,4026
5000,2879.7,2.9,17.5,86390,2363
