Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,1.9,6.0,600,0
40,40.0,1.7,5.8,1199,0
60,60.0,1.8,5.8,1799,0
80,80.0,1.7,5.6,2399,0
100,100.0,1.9,5.5,2999,0
200,200.0,1.6,4.5,5999,0
300,299.9,1.4,4.7,8996,0
400,400.0,1.3,4.4,11999,0
500,500.0,1.2,4.1,14999,0
600,600.0,1.2,4.1,17999,0
800,800.0,1.1,3.9,23999,0
1000,947.2,1.1,3.8,28415,0
1200,1037.3,1.1,3.7,31119,0
1400,1314.0,1.1,3.7,39420,0
1600,1433.6,1.1,3.8,43009,0
1800,1496.9,1.1,3.7,44907,0
2000,1565.5,1.1,3.5,46964,0
2200,1669.6,1.1,3.8,50087,0
2400,1784.9,1.1,3.8,53546,0
2600,1845.6,1.1,3.9,55367,0
2800,1871.2,1.1,3.8,56135,0
3000,1974.2,1.2,3.9,59225,0
3400,2254.9,1.2,3.9,67647,0
3800,2563.9,1.2,3.9,76918,0
4000,2643.3,1.2,4.0,79299,0
4400,2894.0,1.5,4.2,86819,227
4800,2587.9,3.6,25.3,77636,3107
5000,2974.2,2.7,8.1,89226,1931
