Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,3.9,4.6,600,0
40,40.0,3.8,4.4,1199,0
60,60.0,3.4,4.0,1800,0
80,80.0,4.3,4.9,2400,0
100,100.0,4.0,4.7,2999,0
200,200.0,3.2,3.8,6000,0
300,300.0,3.1,3.9,8999,0
400,400.0,3.7,4.3,11999,0
500,500.0,3.7,4.4,14999,0
600,599.9,3.5,4.3,17997,0
800,799.7,3.8,4.6,23990,0
1000,978.9,3.9,4.8,29367,0
1200,1098.0,4.0,5.1,32940,0
1400,1192.2,4.0,5.1,35765,0
1600,1295.1,4.2,5.3,38853,0
1800,1385.5,4.3,5.6,41565,0
2000,1489.2,4.4,5.7,44676,0
2200,1595.3,4.5,6.0,47860,0
2400,1758.1,4.9,6.8,52744,0
2600,1888.0,5.4,7.7,56639,0
2800,2007.0,6.0,8.9,60211,0
3000,2152.6,11.4,17.5,64577,102
3400,1972.6,13.0,30.9,59179,1990
3800,1993.8,42.1,119.4,59815,3866
4000,1794.0,145.5,866.1,53820,4877
4400,1842.7,284.0,1146.2,55281,4815
4800,1716.0,231.2,860.3,51479,5413
5000,1555.1,219.7,607.7,46654,8263
