Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.2,4.9,600,0
40,40.0,4.0,4.6,1200,0
60,60.0,3.7,4.3,1800,0
80,80.0,3.5,4.2,2399,0
100,100.0,3.4,4.0,2999,0
200,200.0,3.3,3.9,6000,0
300,300.0,3.2,3.9,8999,0
400,400.0,3.5,4.1,12000,0
500,499.9,3.5,4.2,14998,0
600,600.0,3.5,4.3,17999,0
800,799.8,3.7,4.6,23993,0
1000,978.1,3.9,4.8,29344,0
1200,1096.6,3.9,5.0,32898,0
1400,1193.5,4.0,5.0,35805,0
1600,1295.0,4.1,5.2,38849,0
1800,1385.1,4.2,5.5,41554,0
2000,1488.0,4.4,5.6,44640,0
2200,1606.5,4.5,6.0,48196,0
2400,1759.6,4.8,6.6,52788,0
2600,1896.0,5.2,7.4,56880,0
2800,2015.4,5.6,8.4,60463,0
3000,2179.3,8.7,12.1,65380,0
3400,2013.4,11.3,29.5,60402,1962
3800,2021.5,25.4,68.5,60646,3922
4000,2014.4,28.2,77.7,60431,3037
4400,1990.7,103.2,524.3,59720,3345
4800,1707.1,126.9,434.9,51212,7673
5000,1695.5,142.0,432.0,50864,5941
