Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.6,5.4,599,0
40,40.0,4.6,5.9,1199,0
60,60.0,4.7,6.4,1799,0
80,80.0,5.0,6.9,2400,0
100,100.0,5.2,7.4,2999,0
200,199.9,5.2,10.1,5997,0
300,300.0,6.4,17.1,8999,0
400,400.0,7.5,21.6,12000,0
500,500.0,7.9,23.6,14999,0
600,600.0,8.1,24.5,17999,0
800,799.9,9.5,29.8,23998,0
1000,983.5,11.5,36.5,29505,0
1200,1108.7,14.1,47.7,33262,0
1400,1160.3,15.9,54.0,34810,0
1600,1301.5,18.8,63.3,39045,0
1800,1426.0,21.7,71.0,42780,0
2000,1378.7,25.0,78.0,41361,2938
2200,1507.2,29.0,86.7,45217,2351
2400,1347.2,35.2,105.8,40415,6861
2600,1572.1,38.9,109.9,47162,4906
2800,1421.5,42.1,117.5,42646,8220
3000,1562.6,50.4,136.4,46879,7569
3400,1462.0,101.7,289.6,43860,10886
3800,1505.1,75.9,221.7,45152,10379
4000,1629.7,216.7,599.9,48892,9071
4400,1493.2,172.5,479.5,44797,10199
4800,1502.6,255.2,706.2,45078,9107
5000,1546.2,284.1,698.8,46386,10951
