Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.6,5.5,600,0
40,40.0,4.6,5.8,1200,0
60,60.0,5.0,6.5,1800,0
80,80.0,5.4,7.1,2400,0
100,100.0,5.9,8.0,2999,0
200,199.9,5.2,10.3,5998,0
300,300.0,6.4,17.0,8999,0
400,399.9,7.7,23.0,11998,0
500,499.9,8.0,25.4,14998,0
600,599.9,8.3,25.9,17998,0
800,799.9,9.5,29.7,23997,0
1000,982.8,11.9,39.1,29485,0
1200,1109.6,14.1,47.1,33287,0
1400,1161.6,16.1,55.1,34848,0
1600,1303.9,19.3,66.4,39118,0
1800,1424.9,21.4,69.9,42748,25
2000,1376.8,25.9,84.0,41304,2810
2200,1462.1,28.4,86.5,43862,3461
2400,1358.3,36.1,106.7,40749,6820
2600,1545.0,40.2,113.6,46349,5151
2800,1462.8,41.4,115.1,43884,7369
3000,1516.7,59.2,174.9,45502,8556
3400,1491.2,84.9,215.6,44737,9356
3800,1530.1,110.4,270.2,45904,8931
4000,1574.9,142.4,416.4,47246,10387
4400,1502.2,216.8,591.0,45067,10862
4800,1506.2,291.1,829.4,45187,10372
5000,1496.0,241.0,567.9,44879,10716
