Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,8.4,15.8,599,0
40,40.0,8.1,15.4,1199,0
60,60.0,6.2,11.5,1799,0
80,80.0,6.2,11.7,2399,0
100,100.0,6.7,13.1,2999,0
200,200.0,6.9,13.6,5999,0
300,300.0,7.3,14.3,8999,0
400,400.0,7.7,15.2,12000,0
500,500.0,8.1,16.1,14999,0
600,600.0,8.9,17.5,18000,0
800,799.9,10.1,19.9,23997,0
1000,986.4,11.8,23.4,29593,0
1200,1087.3,13.4,26.2,32618,0
1400,1173.7,19.3,39.3,35212,0
1600,1262.1,75.9,167.9,37864,0
1800,1388.2,158.9,351.8,41647,0
2000,1497.8,215.3,420.0,44934,0
2200,1499.1,262.4,456.7,44973,1008
2400,1647.1,349.3,600.2,49412,218
2600,1720.5,540.9,993.2,51616,195
2800,1509.0,3750.6,9337.5,45270,1492
3000,1469.0,5032.8,11470.3,44069,1546
3400,1463.2,6186.5,13898.1,43896,1783
3800,1472.0,6602.6,14740.1,44160,2115
4000,1480.4,6423.6,14422.0,44412,2153
4400,1475.7,7027.7,15548.3,44272,2927
4800,1469.5,6799.5,14699.1,44084,2485
5000,1481.5,7195.5,15674.9,44444,2878
