Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,6.5,12.0,600,0
40,40.0,6.2,12.0,1199,0
60,60.0,6.1,11.6,1800,0
80,80.0,6.1,11.8,2399,0
100,100.0,6.4,12.0,3000,0
200,200.0,7.0,13.8,5999,0
300,300.0,7.3,14.4,8999,0
400,400.0,7.7,15.1,12000,0
500,500.0,8.3,16.3,14999,0
600,600.0,8.9,17.3,17999,0
800,799.9,10.1,20.2,23997,0
1000,984.9,11.7,23.3,29548,0
1200,1090.0,13.6,26.6,32700,0
1400,1175.7,21.9,43.8,35271,0
1600,1265.8,70.9,153.3,37973,0
1800,1386.5,132.9,293.3,41594,0
2000,1501.4,207.8,420.1,45041,0
2200,1519.5,258.7,458.1,45584,551
2400,1640.1,371.4,630.3,49204,258
2600,1473.8,3229.9,8350.2,44213,1369
2800,1596.8,2515.6,8084.7,47904,1029
3000,1521.9,4464.7,10986.0,45656,1668
3400,1455.9,5528.4,12581.8,43677,1981
3800,1479.2,6955.5,15768.2,44376,2553
4000,1439.2,6527.4,14207.6,43176,2416
4400,1473.8,7603.9,16847.3,44214,3083
4800,1446.0,6659.7,14393.0,43379,2601
5000,1481.5,7820.5,17223.2,44446,3419
