Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,2.0,5.0,600,0
40,40.0,2.0,5.0,1200,0
60,60.0,1.9,4.9,1800,0
80,80.0,1.9,4.9,2400,0
100,100.0,1.9,4.8,3000,0
200,200.0,1.6,4.1,6000,0
300,300.0,1.4,4.1,8999,0
400,399.8,1.3,3.8,11995,0
500,500.0,1.2,4.0,14999,0
600,600.0,1.1,3.8,17999,0
800,799.9,1.1,3.7,23997,0
1000,953.3,1.1,3.9,28599,0
1200,1043.4,1.1,3.7,31301,0
1400,1312.8,1.1,3.6,39385,0
1600,1438.7,1.1,3.6,43161,0
1800,1499.2,1.1,3.5,44977,0
2000,1556.0,1.1,3.7,46679,0
2200,1659.9,1.1,3.8,49797,0
2400,1784.2,1.1,3.8,53526,0
2600,1852.4,1.1,3.9,55573,0
2800,1887.4,1.1,3.8,56623,0
3000,1984.7,1.1,3.7,59540,0
3400,2258.2,1.2,3.9,67747,0
3800,2552.1,1.2,3.9,76563,0
4000,2645.4,1.2,3.9,79361,0
4400,2812.2,1.8,4.3,84366,955
4800,2622.4,3.3,23.0,78672,2364
5000,2850.7,2.8,16.0,85521,2646
