Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,1.9,4.7,600,0
40,40.0,1.8,4.4,1200,0
60,60.0,1.8,4.5,1800,0
80,80.0,1.8,4.4,2400,0
100,100.0,1.7,4.2,3000,0
200,200.0,1.5,4.0,5999,0
300,300.0,1.4,4.1,8999,0
400,400.0,1.3,4.1,11999,0
500,499.9,1.2,4.0,14998,0
600,600.0,1.1,4.0,17999,0
800,799.9,1.1,3.8,23998,0
1000,954.5,1.1,3.8,28635,0
1200,1025.6,1.1,3.8,30768,0
1400,1312.9,1.1,3.7,39387,0
1600,1432.2,1.1,3.8,42966,0
1800,1492.6,1.1,3.8,44777,0
2000,1562.7,1.1,3.8,46882,0
2200,1661.8,1.1,3.7,49853,0
2400,1771.5,1.1,3.9,53144,0
2600,1842.3,1.1,3.8,55270,0
2800,1894.6,1.1,3.7,56837,0
3000,1992.1,1.2,3.9,59763,0
3400,2254.7,1.2,3.9,67640,0
3800,2527.5,1.2,4.0,75826,0
4000,2662.5,1.2,3.9,79874,0
4400,2806.6,1.7,4.3,84197,793
4800,2635.9,3.2,22.9,79076,2483
5000,2792.1,2.8,11.2,83762,3531
