Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,8.6,15.8,600,0
40,40.0,8.4,15.4,1199,0
60,60.0,6.8,12.7,1800,0
80,80.0,6.7,12.3,2399,0
100,100.0,6.9,13.2,2999,0
200,200.0,7.2,13.8,5999,0
300,300.0,7.7,14.7,8999,0
400,400.0,8.1,15.5,11999,0
500,500.0,8.6,16.3,14999,0
600,599.9,9.3,17.7,17998,0
800,799.4,10.5,20.2,23981,0
1000,986.0,12.6,24.3,29579,0
1200,1086.0,14.6,27.9,32581,0
1400,1174.7,19.2,34.7,35240,0
1600,1262.2,74.5,172.9,37865,0
1800,1390.6,156.0,338.5,41717,0
2000,1497.3,213.6,433.1,44920,28
2200,1497.4,293.2,481.0,44923,870
2400,1651.1,538.0,1256.6,49533,3
2600,1443.3,3740.4,8892.5,43299,1582
2800,1475.4,4447.3,11172.0,44262,1715
3000,1432.4,5724.7,12920.4,42972,2120
3400,1422.9,6558.8,14316.3,42687,2181
3800,1436.8,7169.4,15458.3,43105,2970
4000,1400.2,7147.3,14937.0,42006,3396
4400,1429.6,7577.3,16039.8,42887,3306
4800,1421.5,7409.0,15463.8,42646,3481
5000,1431.2,7714.3,16185.7,42935,3781
