Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.1,6.0,299,0
20,20.0,4.9,5.7,600,0
30,30.0,4.7,5.4,899,0
40,40.0,4.5,5.2,1200,0
50,50.0,4.4,5.1,1499,0
100,100.0,3.9,4.7,3000,0
200,200.0,3.5,4.1,6000,0
300,300.0,3.5,4.2,8999,0
400,400.0,3.7,4.4,11999,0
500,500.0,3.7,4.5,15000,0
600,600.0,3.9,4.7,17999,0
800,799.9,4.2,5.1,23997,0
1000,983.2,4.6,5.9,29497,0
1200,1100.5,4.9,6.5,33014,0
1400,1199.3,5.2,6.9,35979,0
1600,1257.7,1801.3,6979.5,37731,0
1800,983.4,2391.0,5917.7,29502,8828
2000,1162.5,4268.4,10370.9,34876,6785
2200,914.2,3887.0,8940.2,27426,11745
2400,1055.6,6210.2,11925.7,31668,11135
2600,966.4,6093.7,10792.3,28991,14411
2800,935.9,6339.7,12505.8,28077,15832
3000,845.5,7035.7,14854.3,25366,18078
3200,1002.1,8918.9,13846.2,30064,15709
3400,788.1,7462.9,11603.2,23644,19524
3600,859.0,10018.5,17750.1,25769,19075
3800,912.1,8479.2,12735.5,27363,18613
4000,936.6,7460.7,11629.2,28097,18357
4200,887.9,9642.4,15415.3,26636,19948
4400,807.3,9394.0,16917.0,24219,21136
4600,909.0,11205.9,18150.2,27271,19304
4800,929.7,9077.0,14446.8,27890,19234
5000,1015.4,10346.9,16431.4,30461,17890
