Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,6.9,12.4,600,0
40,40.0,6.5,11.9,1199,0
60,60.0,6.4,11.7,1800,0
80,80.0,6.3,11.6,2400,0
100,100.0,6.4,11.9,3000,0
200,200.0,7.2,13.8,6000,0
300,300.0,7.7,14.7,8999,0
400,399.9,8.0,15.1,11998,0
500,500.0,8.5,16.1,14999,0
600,600.0,8.9,16.9,17999,0
800,799.8,9.8,18.9,23995,0
1000,983.8,11.6,22.9,29513,0
1200,1085.9,13.6,26.8,32578,0
1400,1183.1,63.3,136.7,35492,0
1600,1269.4,128.5,295.1,38083,0
1800,1393.1,207.4,434.3,41794,0
2000,1476.3,269.6,553.7,44289,375
2200,1543.1,442.5,960.3,46292,189
2400,1523.6,1543.2,4740.8,45708,1458
2600,1551.6,3988.3,8620.2,46548,1818
2800,1511.9,4205.3,8663.4,45357,2043
3000,1557.6,5330.1,11192.0,46727,1854
3400,1520.9,5050.7,10256.4,45628,2568
3800,1540.4,5886.4,12335.6,46211,2862
4000,1530.7,5322.0,11074.1,45921,2763
4400,1561.0,5774.8,12295.0,46829,3164
4800,1523.8,5113.3,10591.5,45715,3157
5000,1581.3,5603.8,11641.2,47440,3270
