Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,7.0,12.4,599,0
40,40.0,6.6,12.0,1199,0
60,60.0,6.5,11.9,1799,0
80,80.0,6.8,12.7,2400,0
100,100.0,7.0,13.3,2999,0
200,200.0,7.2,13.7,5999,0
300,300.0,7.6,14.6,8999,0
400,400.0,8.2,15.5,12000,0
500,499.9,8.7,16.5,14998,0
600,600.0,9.4,17.9,17999,0
800,799.9,10.7,20.4,23997,0
1000,984.4,12.9,24.7,29531,0
1200,1087.9,14.8,28.1,32638,0
1400,1174.1,37.5,95.4,35224,0
1600,1265.1,121.4,260.3,37954,0
1800,1387.9,174.0,375.2,41637,0
2000,1477.3,238.0,452.6,44320,308
2200,1503.3,351.6,585.9,45099,598
2400,1551.6,1047.1,3605.3,46547,721
2600,1440.5,4025.6,9600.2,43215,1642
2800,1431.0,4614.9,11220.3,42931,1866
3000,1418.5,6118.9,13970.4,42555,2502
3400,1394.5,6841.3,14737.2,41836,2818
3800,1407.5,7481.6,15916.6,42224,3223
4000,1379.5,7473.9,15735.7,41386,3934
4400,1405.1,7866.9,16388.8,42152,4109
4800,1390.3,7608.1,15730.7,41710,3958
5000,1418.7,8044.8,16819.3,42561,4148
