Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,6.7,12.2,600,0
40,40.0,7.3,14.8,1199,0
60,60.0,6.3,11.6,1800,0
80,80.0,6.7,12.1,2399,0
100,100.0,7.0,13.2,2999,0
200,200.0,7.2,13.9,6000,0
300,300.0,7.7,14.8,8999,0
400,400.0,8.1,15.4,11999,0
500,499.9,8.7,16.6,14998,0
600,599.9,9.3,17.9,17998,0
800,799.9,10.8,20.9,23997,0
1000,984.8,13.1,25.0,29545,0
1200,1088.1,15.9,29.9,32642,0
1400,1181.7,67.7,145.5,35450,0
1600,1266.6,116.0,237.3,37998,0
1800,1396.4,189.4,390.1,41892,0
2000,1451.5,254.1,465.5,43544,600
2200,1550.2,365.0,638.1,46507,153
2400,1504.8,1373.9,4449.3,45144,894
2600,1460.9,4049.8,10162.5,43828,1585
2800,1403.9,4859.9,11259.5,42117,2029
3000,1430.1,6062.1,14312.4,42902,2237
3400,1395.3,6902.6,15064.4,41859,2779
3800,1406.1,7498.0,15962.1,42182,2979
4000,1392.5,7758.0,16350.5,41775,3610
4400,1400.8,7862.8,16399.7,42023,3821
4800,1403.5,8067.9,16739.0,42104,3988
5000,1396.5,7929.2,16392.8,41896,4367
