Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,4.6,5.3,300,0
20,20.0,4.5,5.1,600,0
30,30.0,4.4,5.1,899,0
40,40.0,4.3,4.8,1200,0
50,50.0,4.1,4.7,1500,0
100,100.0,3.7,4.3,2999,0
200,200.0,3.5,4.1,5999,0
300,300.0,3.5,4.2,9000,0
400,400.0,3.6,4.3,12000,0
500,500.0,3.7,4.5,14999,0
600,599.9,3.8,4.7,17997,0
800,799.8,4.0,5.0,23994,0
1000,980.3,4.2,5.4,29409,0
1200,1095.3,4.4,5.7,32859,0
1400,1196.1,4.5,5.9,35883,0
1600,1292.1,4.7,6.1,38762,0
1800,1381.6,4.8,6.5,41448,0
2000,1488.8,5.1,6.7,44665,0
2200,1603.5,5.2,7.0,48105,0
2400,1773.6,5.9,8.4,53209,0
2600,1669.1,286.2,1491.4,50073,3233
2800,1628.9,75.9,499.3,48867,4584
3000,1679.7,330.0,1613.7,50390,5400
3200,1256.0,225.7,989.1,37680,10630
3400,1416.8,825.1,2794.3,42504,10127
3600,1291.6,301.2,1095.5,38748,10792
3800,1198.9,470.8,1395.1,35968,12914
4000,1423.8,545.2,1600.4,42713,11088
4200,1307.5,283.2,938.6,39226,10406
4400,1637.7,259.5,1141.0,49130,8965
4600,1412.9,398.0,1459.1,42387,10089
4800,1301.6,399.7,1244.7,39048,11618
5000,1567.4,578.2,2706.0,47023,10518
