Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.9,6.5,300,0
20,20.0,5.6,6.4,600,0
30,30.0,5.4,6.2,900,0
40,40.0,5.3,6.0,1199,0
50,50.0,5.0,5.8,1500,0
100,100.0,4.3,5.0,3000,0
200,200.0,3.9,4.5,6000,0
300,300.0,3.6,4.3,8999,0
400,400.0,3.6,4.4,11999,0
500,499.7,3.7,4.5,14992,0
600,600.0,3.8,4.6,17999,0
800,799.9,4.0,5.0,23997,0
1000,980.2,4.2,5.3,29406,0
1200,1096.0,4.4,5.7,32879,0
1400,1194.4,4.5,5.8,35832,0
1600,1295.3,4.7,6.1,38858,0
1800,1390.4,4.8,6.5,41711,0
2000,1492.6,5.1,6.8,44777,0
2200,1606.3,5.2,7.2,48188,0
2400,1770.4,5.8,8.4,53113,0
2600,1760.2,149.3,878.5,52806,1829
2800,1616.0,59.2,321.8,48481,4641
3000,1637.0,384.4,1891.1,49111,6216
3200,1242.2,188.7,720.6,37266,10670
3400,1437.8,661.9,2048.5,43133,9957
3600,1305.2,430.1,1492.1,39156,11096
3800,1214.4,406.2,1125.4,36431,12320
4000,1331.8,589.2,1891.4,39954,12724
4200,1188.9,345.9,928.3,35668,12965
4400,1292.8,682.8,1768.6,38783,13015
4600,1321.9,477.7,1339.6,39657,12963
4800,1220.3,618.6,1522.3,36610,13461
5000,1326.6,612.2,1419.6,39797,12752
